gene	baseMean	log2FoldChange	stat	pvalue	padj	Ch14_1	Ch14_2	Ch14_3	EP08_1	EP08_2	EP08_3	Se17_1	Se17_2	Se17_3	condition	transcript	name	uniprot_id	uniprot_taxa	identity_Blastx	evalue_Blastx	pfam	symbol_pfam	evalue_pfam
G29771	59.7020263573172	-22.148047984325	-6.30238413191556	2.93101642875767e-10	3.63319840650145e-08	5.66933971332686	3.96379304498702	3.97855721435003	3.98588526031709	3.97725138407018	3.99188375390279	5.95966568045601	6.08622832891162	3.96734383875734	Ep	transcript:G29771.2	U3 small nucleolar RNA-interacting protein 2	U3IP2	HUMAN	54.455	3.37e-148	PF00400	WD40	2.4e-05
G29796	32.2832338383752	-7.30949625495606	-4.5522547400566	5.30740162527188e-06	0.000170392277760182	4.81359981739947	4.74157922638732	5.25731759809379	4.46634861399099	4.46501851851384	4.46729553542485	4.69444734871206	4.94921800294972	5.06002708367683	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G29827	35.3775831360991	-7.43235707260421	-5.45437051945977	4.91466304926255e-08	2.29850891888321e-06	5.04504618578868	5.05038155693563	5.1110093558542	4.5388629274066	4.53654978768796	4.54050259350706	5.14478123612035	5.32164288960941	5.1394206210657	Ep	transcript:G29827.1	Heat shock 70 kDa protein 12B	HS12B	HUMAN	28.638	2.86e-79	PF00012	HSP70	1.5e-06
G29871	56.370882523284	-8.04370510550346	-3.9285294512586	8.54668852560332e-05	0.0021917096302654	5.81343413340698	5.6019825573561	4.70257202817548	4.70670545513726	4.70184148857232	4.71013165441308	5.74263584728094	5.9977673957437	5.89791529666686	Ep	transcript:G29871.12	Heat shock 70 kDa protein 12A	HS12A	MOUSE	31.487	6.24e-97	PF00012	HSP70	5.7e-12
G29887	29.1831932326218	-6.93686690352845	-2.94744458038677	0.00320412179416286	0.0449826115611034	4.13293968230544	4.34536109388211	4.49305889379687	4.00045099398192	3.99812527492389	4.00209593604485	4.77730956167708	5.22900470024509	3.99551687568282	Ep	transcript:G29887.1	Tyrosine-protein kinase receptor Tie-1	TIE1	BOVIN	34.259	5.1e-06	PF07974	EGF_2	0.00029
G30005	13.6890821089557	-6.04226783090175	-3.75218738458545	0.00017529835606837	0.00399998976119643	3.92131686530494	3.67913302552692	3.74057636951827	3.51906089324031	3.51843183510746	3.51950888361222	3.65325396654125	3.68739634437258	3.74979199095782	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G30116	19.9191450571411	11.1344655013211	3.23681641112659	0.00120871145569782	0.0202667145496863	3.28597628297955	4.25171023724428	3.28849560090457	4.38452087584745	3.28822621529999	3.29129213953538	3.28579514283669	3.28552954742118	3.28620916307713	Ep	transcript:G30116.1	Caspase-14	CASPE	HUMAN	25.847	9.89e-18	PF00656	Peptidase_C14	6.5e-23
G30163	37.6889381010534	-7.52923826524807	-5.33563055217693	9.52130927669218e-08	4.17275157348367e-06	5.09405253272224	5.47921435135251	5.22679519231338	4.57519942114537	4.57266468233525	4.57699520050927	5.23355456561533	5.07010683559835	5.14413167578647	Ep	transcript:G30163.3	EF-hand calcium-binding domain-containing protein 12	EFC12	HUMAN	25.475	5.21e-14	PF13833	EF-hand_8	0.078
G30176	79.5450953906647	-8.29118109213235	-4.04638218860107	5.20152840500405e-05	0.00141491821933164	6.23662171833172	6.54544324496111	6.66082938251934	4.69456898664247	4.68554937764209	4.70086427167536	4.67312638591236	5.76040518303408	5.79219909624612	Ep	transcript:G30176.1	Neurogenic locus Notch protein	NOTCH	DROME	32.99	2.01e-177	PF00008	EGF	1.1e-07
G30185	44.1958549183548	-7.76915797068918	-5.83100357572346	5.50950039035039e-09	3.44416541383187e-07	5.41152456309081	5.47943628830572	5.57810370875587	4.73426960742988	4.7312162730327	4.7364309244579	5.47799513748674	5.40566608877316	5.46476813502068	Ep	transcript:G30185.2	Protein CFAP20DC	CF20D	MOUSE	38.083	1.16e-69	PF05018	CFA20_dom	5.6e-32
G30182	32.5688608119794	-7.255739587505	-3.45911404331591	0.000541955381356712	0.0103668875754507	4.9718097141266	4.92071159391498	4.35082996296983	4.35272374967549	4.35049643040749	4.35430204593619	5.02783158722505	4.91505240413308	5.22299879748413	Ep	transcript:G30182.1	Vacuolar fusion protein MON1 homolog A	MON1A	MACFA	52.246	4.19e-152	PF19036	Fuz_longin_1	2.4e-33
G30265	1910.30107230186	0.843406162294433	3.12143925937266	0.00179969369802741	0.0280204189863929	10.6146567466913	10.5020973252397	10.6818525845031	11.1952521840584	11.3415704327841	11.3875621153271	10.6841319957963	10.5133146845221	10.6461769713818	Ep	transcript:G30265.2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUBB	CRIGR	30.247	1.86e-09	PF10183	ESSS	8.3e-16
G30288	38.5591682316893	-7.48664813477465	-5.50570092159286	3.67702318829744e-08	1.79157547462751e-06	5.36606846497669	5.49443234299421	5.27761002497075	4.57511430276706	4.57247404692011	4.57698427290751	5.010194051725	5.05379440099021	5.12483176409811	Ep	transcript:G30288.1	Alpha-L-fucosidase	FUCO	BRAFL	60.78	0	PF01120	Alpha_L_fucos	7.1e-123
G30327	23.1441181268646	-6.82381029179746	-2.93258685305626	0.00336150885276671	0.0469138632307779	4.36905655338286	3.97466249858455	4.81812629622576	3.97847377271576	3.97695514319481	3.97955127738126	4.33571908417847	4.37933927477483	4.3772627642745	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G30415	16.0242487133093	-6.10021011816649	-3.66240256041397	0.000249860804502262	0.00541779330809486	3.86617768959766	3.77786225373156	4.26428562449529	3.58219914884549	3.5812283452816	3.58288891752154	3.72353448773837	3.75774433726352	3.76185115424771	Ep	transcript:G30415.3	Putative ankyrin repeat protein RF_0381	Y381	RICFE	26.409	9.57e-22	PF12796	Ank_2	3.8e-10
G30417	19.9642013003019	-6.47005204592848	-3.06006228233027	0.00221290967559863	0.0328780822295667	4.25640659165703	4.14406947218549	3.89445527208294	3.89544738339425	3.89428083065352	3.8962763392186	4.30866562607161	4.40469083187186	4.39970775647052	Ep	transcript:G30417.1	Protein SHQ1 homolog	SHQ1	XENTR	46.714	2.56e-137	PF04925	SHQ1	8e-74
G30423	29.7749073975706	-7.09213674629614	-3.18779300445781	0.0014336312585299	0.0232761451225826	4.78623796553622	4.70778439557243	5.1364249156523	4.34230238669905	4.34109275129158	4.34316354525053	4.33947252710617	4.73294629807235	4.8125038787219	Ep	transcript:G30423.1	Peregrin	BRPF1	MOUSE	63.047	0	PF13832	zf-HC5HC2H_2	6.4e-37
G30436	40.3566060970684	-21.0594468713008	-5.9843507968776	2.17254633449863e-09	1.60671440077252e-07	4.67004096431234	3.25407415331044	3.26058305826709	3.26381917127744	3.26000673596378	3.26647024975489	3.25472936446284	4.03593814009187	3.25563800066496	Ep	transcript:G30436.1	Striatin-interacting protein 1 homolog	STRP1	DANRE	60.05	0	PF11882	DUF3402	2.6e-65
G30463	40.2350122526951	-7.59493653324866	-3.42314635180588	0.000619007400088928	0.0115089524016534	5.53543522968943	5.00460701775004	5.31113872224228	4.46517087885978	4.46214878004478	4.46730823388636	4.45806379644783	5.02204540771522	5.45908482509058	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G30478	41.934205967016	-7.68688639736733	-3.51289968520438	0.000443244790238	0.00879376430548826	5.00756257542423	5.62822630369748	4.48900335180774	4.49139844594633	4.48858144627426	4.49339391095569	4.90003136296996	5.40494499526907	5.47480882275069	Ep	NA	NA	NA	NA	NA	NA	PF01683	EB	7e-05
G30481	25350.7837458259	3.22878073344612	8.2317027474448	1.84570801479156e-16	2.03252122985143e-13	11.3167661983551	11.7557117671125	10.9333755479377	15.855932302244	14.8419263043351	15.6778905802179	14.3396419651559	13.5980703326044	14.0637117926148	Ep	transcript:G30481.3	NPC intracellular cholesterol transporter 2	NPC2	PANTR	40.441	4.53e-30	PF02221	E1_DerP2_DerF2	5.9e-17
G30527	103.306224403828	-8.26876448040809	-3.1046755863916	0.00190487827180386	0.0293001053395568	6.59140340434045	6.72608659507406	7.13596019287169	4.25235618000766	4.23380325020695	4.26502358330482	4.20739845942199	4.20441497308118	5.90527554463696	Ep	transcript:G30527.2	Neurogenic locus notch homolog protein 2	NOTC2	MOUSE	34.383	4.18e-156	PF08434	CLCA	6.6e-52
G30536	24.7985156219951	-6.6170308437457	-4.54814521729928	5.41207869159037e-06	0.00017308203784727	4.71551648819698	4.57072432245909	4.80798085953897	4.15974524072033	4.15869893419568	4.16049016379919	4.37831992905093	4.2919312784963	4.33369321242182	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G30583	41.7627649883875	-7.63824905003692	-3.55815463949613	0.000373469428978543	0.00760995640892809	5.29596141496461	5.45992994923609	5.4854824642083	4.54713136613315	4.54398515059169	4.54935577438356	5.37994096843379	5.30452309329308	4.54045476740286	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G30656	28.6253212290829	-7.14101556851833	-3.18517131437114	0.00144668339001645	0.0233949070769859	4.89592972512127	4.24939694494089	4.90825096765182	4.2541020629053	4.25222799605719	4.25543118832099	4.72895382809374	4.80592374817284	4.85230088571947	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G30682	48.1662307757195	-7.53312925626784	-3.50315060244689	0.000459789422261435	0.00906770424902729	5.24096915474514	6.14891073088701	5.23612852653492	4.38457570835898	4.38000635123708	4.38779075878713	4.37378502133624	5.00426209719385	5.06468318015468	Ep	transcript:G30682.1	Fibropellin-3	FBP3	STRPU	50.691	5.72e-59	PF00008	EGF	2.2e-08
G30683	70.9329182849616	-22.1450255021817	-6.30197097431292	2.93884212526376e-10	3.63319840650145e-08	6.08685088248524	5.77605890159049	3.88435591665011	3.8940219482139	3.8826248131826	3.90187460791291	3.86662894556878	3.86483888226395	6.08143110959329	Ep	transcript:G30683.5	Fibropellin-1	FBP1	STRPU	51.923	8.82e-24	PF00008	EGF	3.6e-06
G30697	34.9059848317537	-7.35978472712377	-3.51662745065488	0.000437066769136184	0.0087024616556611	5.0981132700834	4.9984855972926	4.40708310638375	4.40915467931106	4.40671816425553	4.41088042587875	5.02401345218841	5.11468389799118	5.32722586738457	Ep	transcript:G30697.4	GDP-fucose transporter 1	FUCT1	NEMVE	61.947	2.63e-138	PF03151	TPT	6.1e-17
G30734	94.3372763442197	-8.77342945531895	-3.05392492746953	0.00225868594943921	0.0333856923245853	6.25688854963483	4.22819494488209	7.16429965481196	4.26925982969508	4.25340578527913	4.28013887972534	6.17246190077275	4.22849713803373	6.1556878212031	Ep	transcript:G30734.1	TPR and ankyrin repeat-containing protein 1	TRNK1	MOUSE	32.325	0	NA	NA	NA
G30708	47.0536503574702	-7.80129104413681	-3.61151710024081	0.000304411007431528	0.00639958470699327	5.48483975933058	4.613743870325	5.51287710661618	4.62311912368698	4.61939960787095	4.62574556468236	5.53096152786972	5.58429492808545	5.68695242263823	Ep	transcript:G30708.1	Ras-related protein RabQ	RABQ	DICDI	27.869	2.69e-06	PF08477	Roc	3.2e-10
G30761	25.8937560297895	-6.97164580163381	-3.26566512062479	0.00109207314676146	0.0186124318407926	4.78107161016068	4.59572194127145	4.16369065630049	4.16509239701458	4.16344398687166	4.16626211945343	4.6762729522171	4.73875399576529	4.68523511845039	Ep	transcript:G30761.2	Ubiquitin carboxyl-terminal hydrolase BAP1	BAP1	XENLA	72.826	1.69e-130	PF01088	Peptidase_C12	4e-68
G30793	77.2736962731087	-8.50773283629136	-6.28293926013379	3.32230891730273e-10	3.93124068028836e-08	6.25596979001939	6.29003430832114	6.67869252831717	4.97127943255042	4.96402482798849	4.97636798751963	5.79381900483142	6.05513320493005	6.14012760489576	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G30845	95.2334717182088	-8.77074137891051	-6.55528262992055	5.55365913528581e-11	1.05749330155339e-08	6.75700497224413	6.96024764178799	6.60465334918032	4.99992340673711	4.98977059554207	5.00700733905304	5.99493980255088	6.1034488922672	6.44304332794036	Ep	transcript:G30845.1	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 10	OTU10	ARATH	32.212	3.37e-13	PF02338	OTU	2.6e-12
G30842	28.4335737693253	-7.12645531632881	-3.19057769373497	0.00141988658195363	0.0231059342992572	4.77170403476081	4.85574886459199	4.18766616038856	4.18918721461756	4.18739849033909	4.19045646241914	4.71068203390989	4.3879788043344	5.02638636435156	Ep	transcript:G30842.4	Cyclic nucleotide-binding domain-containing protein 2	CNBD2	HUMAN	27.404	6.42e-14	PF00027	cNMP_binding	2.6e-10
G31052	70.217583222696	-8.41952934966342	-6.30854185092741	2.8167656938742e-10	3.63319840650145e-08	6.20124477371764	6.05666840797878	6.39221067245196	4.98542214686641	4.97940784166566	4.98965330764086	5.86437840126254	6.02745857825426	6.14108479258529	Ep	transcript:G31052.1	Synaptotagmin-9	SYT9	MOUSE	30.769	1.04e-25	PF00168	C2	6.2e-20
G31090	46.5015388285621	-7.84201581132904	-5.8314638837762	5.49432049259542e-09	3.44416541383187e-07	5.48948615488135	5.46307280865977	5.70838938912358	4.76679045401399	4.76351712786547	4.76910647788504	5.52753000149456	5.55709592670762	5.47911929741851	Ep	transcript:G31090.4	Serine/threonine-protein kinase TBK1	TBK1	XENLA	38.65	2.23e-70	PF00069	Pkinase	8.6e-43
G31095	206.249503143387	3.67193173918417	3.78458904232744	0.000153962778006686	0.00361779770277839	5.52252002381027	5.51352317719793	6.35810339551327	7.18366508260006	6.78164822312904	9.08562735630339	5.33506322203486	5.93001631816112	6.15777800279735	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31137	293.313115954168	-1.55619121146435	-4.06949302705849	4.71155496849549e-05	0.00130713561089655	8.53412445598557	8.58872243644024	8.49872265342818	7.55344875629361	7.48378728668594	7.05439061756594	8.02840954036818	8.21601356823496	8.29539255377838	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31139	44.3889172211024	-21.8650377226757	-6.22007088413375	4.96930331121476e-10	5.11313532009837e-08	5.27976546458738	3.97367726421037	5.38501792323309	3.98660112529117	3.98150724221286	3.99017229224595	3.9745362953096	5.71054345828374	3.975729932593	Ep	transcript:G31139.1	Nuclear respiratory factor 1	NRF1	MOUSE	34.821	9.85e-12	PF10491	Nrf1_DNA-bind	6.4e-12
G31150	28.2464241160255	-7.11427119327694	-5.00667928690141	5.5377080838532e-07	2.04771589547125e-05	4.87541231378924	4.74952963558021	4.93410377909167	4.33264682270673	4.33096515113012	4.33384100742063	4.64974975621715	4.84504860327078	4.79724080703266	Ep	transcript:G31150.1	5' exonuclease Apollo	DCR1B	HUMAN	42.037	1.51e-92	PF07522	DRMBL	6.9e-08
G31062	14298.3365200042	-1.64700660411714	-5.02484781159364	5.03831914392106e-07	1.89262573556001e-05	14.665067230692	14.5319567435846	14.2764087344052	12.6109136591809	12.8693751372089	12.1762358539471	13.5537661126352	13.2197474995933	13.7474097600504	Ep	transcript:G31062.1	Homeobox expressed in ES cells 1	HESX1	PANTR	43.056	2.13e-11	PF00046	Homeodomain	1.9e-18
G31071	44851.4800520176	1.24633725884837	4.42431162201829	9.67502826461752e-06	0.000301271650811379	14.9487036268415	15.0607697827751	15.4144299135658	15.9553254281171	16.0857221202989	16.0886277361244	14.9582805485909	14.719667595161	14.5323887316873	Ep	transcript:G31071.2	40S ribosomal protein S23	RS23	DERVA	87.413	3.39e-87	PF00164	Ribosom_S12_S23	1.7e-49
G31175	33.5562709298805	-7.3115655844137	-3.24398079421675	0.00117871693717424	0.0198643181904664	4.79052362634821	4.33760945038988	5.11933481042639	4.34304044103605	4.34087743264113	4.34457433250725	5.07508422896848	4.72341095120541	5.27921971472927	Ep	transcript:G31175.5	Interferon-induced protein 44-like	IF44L	HUMAN	27.214	1.06e-47	PF07534	TLD	2.2e-11
G31174	164.273832048745	-1.97370364195585	-3.52595803815001	0.000421953819579778	0.00842252722081957	6.79853185385492	6.94603380599691	7.01731876033691	6.55282032248939	6.03249354369223	6.45495646461177	8.07746587713124	7.65833170383804	7.57821773988856	Ep	transcript:G31174.2	Interferon-induced protein 44	IFI44	PANTR	28.702	4.73e-48	PF07534	TLD	2.1e-14
G31363	30.073569457105	-7.09405018645914	-3.1941042136379	0.00140265472484571	0.022915560327213	4.67938153688418	4.76105857417835	5.23093911713332	4.21785033823407	4.21572967218053	4.21935266525887	4.21286978825592	4.73735834771573	4.74393537281205	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31384	34.8405723456258	-7.3451581611899	-5.12332131731376	3.00200125986629e-07	1.18690102317291e-05	5.28671958479759	5.26646268064063	5.0818813252901	4.47594945553797	4.47361089086463	4.47760667129427	5.09387558889862	4.80207720468222	4.84614490373795	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31527	11.3802619291425	-5.7769434798548	-3.08575716402055	0.00203034565739148	0.030971184309712	3.48760929825658	3.30443122979511	3.33785581874869	3.21662615393668	3.21599629246696	3.21707421443227	3.37125043907895	3.67721025573412	3.29887459864895	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31526	217.906022106478	-24.0280966597437	-6.85072919359676	7.34744908612889e-12	2.0985834751864e-09	7.37463227507803	2.70553492768931	2.88246798875768	2.95139967715477	2.86913573541914	3.00165754228256	2.72657710756109	6.44667057100129	7.66226730719842	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31553	11.2532151973489	-5.79056086998884	-3.41927674479609	0.00062787832735117	0.0116217121462564	3.43010566970269	3.40135662703034	3.59411001351427	3.2814496774287	3.28092579822187	3.28182280048344	3.50339684819768	3.49097420241273	3.37329493266992	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31564	48.8836777668594	-21.7227570293057	-7.80965501227395	5.73447309571781e-15	3.39276004655933e-12	5.78769822002519	4.30050634658349	4.30877540628485	4.31295202763137	4.30803617466295	4.31640641384018	5.39676188122604	5.83701523341082	5.06512113478924	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31580	41.4795612582305	-7.68197183281767	-3.61352877445388	0.000302057816408986	0.00635818270219982	5.61221658342544	5.30507903576299	4.52180606475891	4.52442488090047	4.52134433521571	4.52660372410431	5.42435552046921	5.20740241739428	5.19894487375307	Ep	transcript:G31580.1	Bifunctional coenzyme A synthase	COASY	MOUSE	39.298	8.58e-126	PF01121	CoaE	5.7e-39
G31627	20.4614159566016	12.8926215294203	3.7717275795215	0.000162121199993887	0.00375622349524299	2.91199094527947	2.9116636924405	3.26337325712171	2.91474517548466	2.91352524862876	3.76978149256523	2.91186710553431	2.91168544123004	2.9121500888682	Ep	NA	NA	NA	NA	NA	NA	PF00811	Ependymin	3.5e-24
G31628	31.536362368692	-7.27802571793368	-3.37617852672159	0.00073500209875361	0.0133949887436219	5.03399953954283	5.19547097221469	4.32447091541425	4.32616108428737	4.32417345416919	4.32757122278227	4.85025952025971	4.82986743006317	4.83063632017289	Ep	transcript:G31628.2	Integrin alpha-4	ITA4	MOUSE	26.846	1.69e-56	PF08441	Integrin_alpha2	4.5e-31
G31622	38.9978848885729	-7.48248645838813	-3.61741148677605	0.000297564040365904	0.00628755853660914	5.19256171097155	5.11253493280973	4.48357155616198	4.48597773134793	4.4831474518336	4.48798063763044	5.36926375509436	5.48747065268189	5.16653587501911	Ep	transcript:G31622.1	Transcriptional repressor NF-X1	NFX1	BOVIN	50.265	0	PF01424	R3H	3.8e-13
G31625	2991.55440113686	3.41861889005864	3.33765448544787	0.000844887397173246	0.0150337321391751	6.61798138556725	8.91709651987953	10.2939121525493	11.2638520575671	11.6476194583467	13.4526044968196	8.29337150967198	10.3300565013287	9.96475504583158	Ep	transcript:G31625.1	Protein PLANT CADMIUM RESISTANCE 3	PCR3	ARATH	39.806	1.89e-11	NA	NA	NA
G31806	69.4421920222793	-8.40394329107576	-5.72159946481737	1.05525849598327e-08	6.00735815960787e-07	5.96716456424637	5.41294478001323	6.30278963102352	4.91031227327486	4.90407969608883	4.91469252824568	6.19823547862919	5.96986526780249	6.31356324670129	Ep	transcript:G31806.2	ATP-dependent RNA helicase DHX8	DHX8	MOUSE	89.567	0	PF07717	OB_NTP_bind	1e-25
G31816	14.0491541789142	-6.11325949174984	-3.80260012929948	0.000143185365674309	0.00338858395394372	3.75890020197279	3.69814663627864	3.91393751596906	3.56383051645962	3.56317941884602	3.56429419726715	3.87428474802643	3.7514059263867	3.74894952641772	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31872	30.2778959229776	-7.2041037069016	-3.20951201362079	0.00132960490204475	0.0219603537460352	4.61405330676788	4.93923769444233	5.05898623552099	4.2720256843705	4.26997450252129	4.27347961413208	4.26721051516572	4.94969638292084	4.87422592933032	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31907	154.017503060899	3.22603419956986	3.05386103435316	0.00225916703464084	0.0333856923245853	5.30006948228344	5.45277507439279	5.56076080198798	6.182408419717	6.4172208154525	8.42378920592273	6.59484523455036	6.42568579548922	5.63826697625227	Ep	transcript:G31907.1	S-adenosylmethionine-dependent methyltransferase Rv2258c	Y2258	MYCTU	24.566	2.51e-22	PF13847	Methyltransf_31	1.8e-19
G31926	168.455319832268	-9.47188584905739	-4.43810412138746	9.07547175478555e-06	0.000284204659905061	6.34839704472958	7.20385395216713	8.30674664699775	4.32285360344435	4.28546970515547	4.34767440998156	7.11412435674765	4.22332268459034	6.43757393510778	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G31970	6034.35039634877	1.04499962064814	3.26636695831019	0.00108936982683344	0.0186046397436316	11.6255599772831	11.9387107605561	11.710034113422	12.9254925222949	12.9512747300678	13.2195084374092	12.7115883271163	12.2812659807506	12.5042896389092	Ep	transcript:G31970.5	Cytochrome c	CYC	PECGU	84.404	8.84e-63	PF00034	Cytochrom_C	2.4e-12
G31985	25.9559395390305	-6.92259426123445	-3.28581649405201	0.00101687233060699	0.0176392743757439	4.63069680270704	4.62928754851551	4.16222440298454	4.1636335352221	4.16197642721671	4.16480938426002	4.81599805069034	4.74837955083176	4.65104929020072	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G32033	35.5090808235017	-21.5836454738608	-6.13779386678472	8.36753379802465e-10	7.63582934092986e-08	5.28113931139818	3.93405726328043	3.93988112033083	3.94283289919813	3.93935938204109	3.94527929486828	3.93463674389137	4.90055905022245	5.2245661976915	Ep	transcript:G32033.1	Formin-like protein 2	FMNL2	MOUSE	55.852	1.46e-132	PF02181	FH2	1.1e-97
G32075	1337.44387875911	1.49043276703464	3.63811091573557	0.000274645150395904	0.0058782578313418	9.36989553998173	9.70841341247669	9.1070891980054	11.124578420162	11.1165415250614	10.6630786831825	9.8458044213657	9.99028956355079	10.443746697398	Ep	transcript:G32075.3	Carboxylesterase 1C	EST1C	MOUSE	33.273	6.36e-73	PF00135	COesterase	1.2e-120
G32099	19.8508405700704	-6.5823700768172	-3.05023673565575	0.00228661050006433	0.0337010583132258	4.28769713242272	4.32326106345059	3.90911421798354	3.91009115130942	3.90894245759258	3.91090751648158	4.37751959726091	4.33272748233321	4.26015954859642	Ep	transcript:G32099.4	Calpain-1 catalytic subunit	CAN1	RAT	26.995	5.56e-40	PF00648	Peptidase_C2	2.5e-49
G32106	36.9006394498411	-7.51571952072753	-5.24501211379971	1.56272059336702e-07	6.61482340332592e-06	5.34564923658371	5.18499449136526	4.99480043863289	4.56035997764995	4.55789720737199	4.56210505321957	5.31881987664955	5.21476739973312	5.02568337887711	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G32110	53.454622225846	-7.45432223890504	-3.7314046146343	0.000190415107748908	0.00428007689955007	5.98138864918399	5.9003961476082	5.72909236630395	4.58908523862698	4.58532450012956	4.59174527771699	5.03667510676916	5.09542908646322	4.58110703508878	Ep	transcript:G32110.12	Beta-1 adrenergic receptor	ADRB1	XENLA	30.357	1.22e-35	PF00001	7tm_1	1.7e-49
G32112	72.2102444227422	-1.73995610931308	-3.25835178433395	0.00112061396864956	0.0190011166884837	6.29424588734853	6.39761905761356	6.41702141944661	5.64197500823349	5.74417363425879	5.64827334596372	6.0479082290831	5.96746118417677	6.23948739758973	Ep	transcript:G32112.2	cGMP-dependent protein kinase	KGP	PLAFO	29.915	8e-06	NA	NA	NA
G32134	35.028480481105	-7.3847584953685	-5.25854086873715	1.45202918131571e-07	6.23168793204044e-06	5.15243517503124	5.07181483433753	5.37221124194672	4.50084025041493	4.49851436934579	4.50248867458521	4.95058951576917	4.91084952192243	5.08905863523753	Ep	transcript:G32134.1	Serine/threonine-protein kinase 16	STK16	RAT	41.391	2.4e-81	PF00069	Pkinase	9.7e-39
G32177	28.7913078294677	-7.1241372941084	-3.35782930190725	0.000785571090755658	0.0141454029233242	4.9158577819066	4.77276479250543	4.26186634893209	4.26346752512593	4.26158449363597	4.26480300688778	4.78111645963494	4.88985055268046	4.89201777041193	Ep	transcript:G32177.1	Sorting nexin-13	SNX13	MOUSE	41.383	0	PF02194	PXA	6.4e-51
G32179	106.491996266069	3.12587828944477	2.91328577295161	0.00357647138126755	0.0494969297427554	5.38168385357221	5.48418862600678	4.97897209603885	6.78719737897101	6.62773772473986	7.48966176914507	6.03971864922685	6.31831712218541	5.56302415066726	Ep	transcript:G32179.1	Calaxin	CLXN	MOUSE	53.555	2.89e-71	PF13499	EF-hand_7	6.2e-12
G32228	57.7312123284142	-8.12661711749203	-5.69270036918151	1.2504571839202e-08	6.99833571243985e-07	5.94427568479392	5.68458832578466	6.10356928104362	4.84102112375448	4.83634177269237	4.84432047084294	5.58857425262122	5.41814701337108	5.97007547570749	Ep	transcript:G32228.2	Tyrosine-protein kinase csk-1	CSK1	CAEEL	35.185	2.47e-38	PF07714	PK_Tyr_Ser-Thr	1.9e-69
G32253	23.9814184248158	-6.87108316302432	-3.18500204251789	0.00144752986562299	0.0233949070769859	4.63818794164823	4.55114361731493	4.0933956653908	4.09461537024957	4.09318114361266	4.095634026451	4.46127872328249	4.55553254809115	4.69187539935396	Ep	transcript:G32253.1	PMS1 protein homolog 1	PMS1	HUMAN	51.039	6.87e-105	PF01119	DNA_mis_repair	9.8e-22
G32261	28.673195733406	-7.13740207301353	-4.94009332294877	7.8085189598139e-07	2.83675274316397e-05	4.72011903143257	4.69484114942528	4.94519022243513	4.34035798688294	4.33864146124054	4.34157681401768	4.90003548588297	4.73482876672025	4.94041717618716	Ep	transcript:G32261.1	Vesicle-trafficking protein SEC22a	SC22A	HUMAN	38.158	2.52e-53	PF13774	Longin	9.7e-21
G32256	30.0724778476224	-7.20168164445513	-5.0366772306438	4.73682523172021e-07	1.7915581458602e-05	4.76204801336181	4.95557380004726	5.09052263709729	4.38573956951447	4.38392538553816	4.38702751773673	4.77742951103571	4.89560410140668	4.85757595860176	Ep	transcript:G32256.2	Sodium-dependent glucose transporter 1	MFS4B	DANRE	24.764	2.05e-27	PF07690	MFS_1	2.8e-20
G32288	233.317525311475	1.94621311099566	3.96099498255928	7.46381012935439e-05	0.00195024414200134	7.22030320897013	7.06460317031458	6.68454479292237	8.47570825506218	7.94558882788712	8.59146703148642	7.39006358627114	7.15664579611646	7.42919202731517	Ep	transcript:G32288.2	D-3-phosphoglycerate dehydrogenase	SERA	PANTR	58.838	3.05e-156	PF02826	2-Hacid_dh_C	1.6e-57
G32318	93.9273963272038	-8.59377176477447	-5.6123874810352	1.99553967189558e-08	1.04948491740437e-06	6.65393390360109	5.67939080750172	7.28786977879817	4.70706889325572	4.69501107635093	4.71543102937786	5.70243327720472	5.55064381622302	6.06800906232356	Ep	transcript:G32318.1	Lysosomal acid phosphatase	PPAL	BOVIN	39.541	1.13e-74	PF00328	His_Phos_2	1.1e-25
